AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,6.1,0.9,2.7,2.5,4.2,0.5,0.0,0.0,0.0
Cash_from_Operations,-297.7,-145.8,-76.0,-377.3,-197.1,-94.8,-29.5,-5.6,-1.2
Diluted_EPS,-8.363,-3.321,-1.843,-10.905,-6.148,-4.999,-2.617,-0.414,-0.06
Goodwill_Intangibles,19.8,19.8,0.0,,,,,,
LT_Debt,0.0,0.0,0.0,247.8,117.5,0.0,20.3,0.0,0.0
Net_Income,-570.3,-213.8,-118.7,-528.8,-240.9,-139.2,-63.7,-10.1,-1.5
Revenue,,0.0,0.0,,,,0.0,0.0,0.0
Shares_Diluted,68.1905,64.3759,64.3759,48.4899,39.1885,27.8456,24.3306,24.3306,24.3306
Total_Assets,661.8,142.1,111.5,344.3,290.0,146.9,27.0,1.9,1.8
Total_Liabilities,123.0,107.4,94.7,351.7,139.1,14.9,28.8,0.7,0.2
