AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.9,2.3,0.2,0.0,0.0,0.0,0.2,0.0,0.0
Cash_from_Operations,-146.7,-104.8,-55.1,-56.5,-8.2,-16.3,-37.9,-9.6,-12.9
Diluted_EPS,-23.632,-31.786,-29.84,-86.143,-65.007,-84.892,-283.576,-32.174,-6.615
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,25.2,0.0,0.0,0.0,0.0,7.2,9.7,0.0
Net_Income,-206.2,-142.3,-80.0,-125.8,-10.0,-13.0,-43.2,-10.8,-15.0
Revenue,8.2,0.4,,,,,0.0,0.0,0.0
Shares_Diluted,8.7273,4.4772,2.682,1.4601,0.1537,0.1534,0.1522,0.3363,2.2701
Total_Assets,42.5,110.0,28.3,4.0,4.1,12.8,40.1,76.9,4.5
Total_Liabilities,142.1,108.6,12.7,27.4,1.4,0.9,16.3,11.7,3.7
