AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,0.0,0.0,2.9,2.3,,,,,
Cash_from_Operations,-0.1,2.4,4.3,-11.0,-5.4,-113.3,17.7,-34.2,18.5
Diluted_EPS,0.119,0.352,0.049,0.734,-11.404,-19.827,-5.637,0.782,1.3430000000000002
Goodwill_Intangibles,0.0,0.0,0.0,,0.0,2.7,1.0,1.3,1.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,2.5,7.3,1.0,3.6,-54.1,-94.1,-26.7,14.8,25.7
Revenue,16.5,18.6,22.2,18.7,0.0,0.0,0.0,201.6,202.7
Shares_Diluted,20.8662,20.8551,20.8369,4.9204,4.7441,4.7441,4.7441,18.9764,19.1287
Total_Assets,111.0,104.0,100.6,136.2,85.5,146.5,252.7,255.4,241.4
Total_Liabilities,55.0,50.6,54.5,60.5,24.7,31.8,44.2,26.4,35.9
