AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,49.9,11.1,3.2,8.4,7.9,5.2
Cash_from_Operations,-70.2,-70.8,-42.7,-18.1,5.6,0.3
Diluted_EPS,-2.479,-1.486,-1.201,-1.393,-0.698,-0.828
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.4,1.7,0.0,0.0,0.7,0.3
Net_Income,-113.3,-65.2,-41.3,-25.1,-19.9,-23.6
Revenue,65.0,85.5,78.6,65.2,37.8,9.4
Shares_Diluted,45.7048,43.8867,34.3749,18.0115,28.4964,28.4964
Total_Assets,292.7,396.5,244.8,157.3,41.7,33.6
Total_Liabilities,74.6,86.2,49.9,50.6,58.7,50.2
