AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.1,4.0,3.6,3.0,1.4,0.2
Cash_from_Operations,-77.1,-61.5,-75.8,-46.3,-22.5,-9.4
Diluted_EPS,-2.157,-2.44,-3.359,-2.101,-0.938,-0.329
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.5,18.4,20.4,14.8,14.8,5.0
Net_Income,-90.3,-81.6,-86.3,-61.7,-27.6,-9.7
Revenue,1.1,1.0,,,,
Shares_Diluted,41.86,33.4502,25.7033,29.3948,29.3948,29.3948
Total_Assets,50.1,59.3,82.3,85.3,30.7,5.0
Total_Liabilities,39.5,38.8,33.4,28.3,21.9,6.3
