AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,5.9,7.7,3.0,14.2,7.5,5.2,5.8,6.4
Cash_from_Operations,256.1,98.3,156.7,70.1,51.7,25.7,20.0,12.9
Diluted_EPS,1.512,-0.001,0.681,0.372,0.575,0.067,-0.243,-0.167
Goodwill_Intangibles,210.5,242.2,40.0,19.1,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,193.8,-0.2,77.6,42.1,65.2,7.1,-25.6,-17.6
Revenue,1655.0,951.4,551.5,588.9,454.1,316.9,198.1,98.6
Shares_Diluted,128.151,117.1421,113.8498,113.4319,113.3647,106.1109,105.3065,105.3065
Total_Assets,927.1,931.6,502.3,393.6,268.3,176.6,100.3,77.8
Total_Liabilities,192.5,414.7,128.7,136.8,74.2,49.6,35.6,20.5
