AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,198.4,162.1,149.3,81.1,152.1,169.8,622.5,612.6,183.6
Cash_from_Operations,-264.4,620.8,-445.1,807.2,876.6,57.8,216.9,213.4,503.3
Diluted_EPS,0.059,-1.58,0.44,0.424,0.396,0.508,0.602,0.589,0.535
Goodwill_Intangibles,1.4,1.2,1.1,1.2,1.8,2.1,4.6,3.2,3.4
LT_Debt,4600.7,6676.0,5836.3,3762.5,2787.7,2935.7,3393.7,3262.4,3272.8
Net_Income,53.3,-1432.8,409.5,404.1,378.0,475.3,564.5,552.8,500.8
Revenue,1949.1,1565.0,2545.1,3134.3,2842.3,2898.9,2452.6,2749.4,2389.8
Shares_Diluted,906.9013,906.9013,951.9002,953.5805,954.3002,954.3002,954.3002,954.3002,954.3002
Total_Assets,17725.8,17574.8,17221.1,15503.0,14373.7,14602.1,15082.0,14390.4,13055.0
Total_Liabilities,11490.1,11263.8,9412.1,8050.0,7402.8,7841.8,8404.6,8247.2,7305.0
