AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,,,,,,
Cash_from_Operations,-1.6,-0.7,-1.3,1.8,1.0,-0.4,0.0
Diluted_EPS,-0.022,-0.155,0.006,0.022,0.008,0.001,-0.004
Goodwill_Intangibles,0.3,0.8,0.4,0.6,,,
LT_Debt,0.0,0.0,0.1,0.3,0.3,0.3,0.0
Net_Income,-1.3,-6.7,0.2,0.7,0.3,0.0,-0.1
Revenue,5.3,7.0,25.8,13.7,9.0,2.4,0.3
Shares_Diluted,56.7297,43.0623,41.35,32.0427,30.0,30.0,30.0
Total_Assets,7.4,7.2,12.3,9.5,2.6,0.5,0.3
Total_Liabilities,6.3,5.4,5.2,4.7,2.3,0.6,0.5
