AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,43.5,58.8,62.0,67.9,27.3,9.4
Cash_from_Operations,118.2,109.4,94.5,38.8,26.7,21.4
Diluted_EPS,0.071,0.462,0.612,0.187,0.099,0.131
Goodwill_Intangibles,3.0,2.8,1.5,0.9,1.5,1.3
LT_Debt,55.3,5.3,14.5,25.7,17.1,16.4
Net_Income,8.3,54.7,73.0,22.3,11.8,15.0
Revenue,618.3,611.3,267.6,203.4,175.7,105.8
Shares_Diluted,117.0634,118.4092,119.2052,119.2052,119.2052,114.2053
Total_Assets,1052.2,870.1,456.2,322.6,215.4,125.8
Total_Liabilities,451.9,269.8,166.1,165.4,115.9,69.8
