AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,33.8,25.3,18.1,11.5,3.7,3.4
Cash_from_Operations,169.8,126.9,74.7,60.2,16.2,8.0
Diluted_EPS,0.829,0.477,0.627,0.456,0.64,0.328
Goodwill_Intangibles,812.9,784.7,517.6,264.0,137.3,1.0
LT_Debt,497.8,401.0,193.5,54.0,10.3,0.5
Net_Income,75.1,44.9,58.8,34.8,19.1,9.8
Revenue,468.5,345.9,241.6,151.0,67.2,43.5
Shares_Diluted,90.6641,94.1033,93.6358,76.1916,29.7531,29.7531
Total_Assets,1448.2,1296.9,964.1,585.8,184.7,20.8
Total_Liabilities,804.7,703.9,404.5,170.4,83.8,11.6
