AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.6,1.5,1.3,2.0,1.2,1.4,0.7,1.3,0.7
Cash_from_Operations,10.1,6.0,2.1,4.1,-2.4,9.1,-2.4,0.8,-2.2
Diluted_EPS,1.692,0.77,0.107,0.392,0.185,1.64,-0.312,-0.226,-0.907
Goodwill_Intangibles,1.7,1.7,1.7,1.7,1.7,1.8,1.9,2.6,0.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,12.8,5.7,0.8,2.8,1.3,11.6,-2.1,-1.5,-6.2
Revenue,92.8,70.1,59.3,64.7,53.3,66.2,41.1,46.5,33.3
Shares_Diluted,7.537,7.454,7.262,7.208,7.075,7.049,6.706,6.5760000000000005,6.797999999999999
Total_Assets,98.0,79.7,72.6,69.7,59.5,59.6,44.7,46.4,44.6
Total_Liabilities,18.9,14.2,14.3,13.5,7.2,10.7,8.7,9.0,6.1
