AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.1,1.6,0.3,2.5,4.6,3.4,3.2
Cash_from_Operations,-4.3,-8.2,-32.7,-26.9,-18.7,19.8,1.2
Diluted_EPS,-4.588,-4.91,-87.591,-161.69,-7.415,89.837,-32.764
Goodwill_Intangibles,0.2,0.3,0.2,0.2,0.9,8.2,9.3
LT_Debt,3.2,3.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-10.6,-11.3,-20.0,-36.7,-1.7,22.5,-7.2
Revenue,40.0,35.5,45.5,42.6,83.1,107.4,83.7
Shares_Diluted,2.3012,2.2937,0.2278,0.2272,0.2264,0.2503,0.2188
Total_Assets,78.0,89.2,80.7,114.6,167.6,144.1,113.9
Total_Liabilities,62.6,64.0,45.2,60.6,81.5,56.0,49.3
