AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.6,3.4,0.8,0.4,0.9,0.7
Cash_from_Operations,-136.8,-233.4,-168.7,-121.6,-121.4,-74.9
Diluted_EPS,-1.994,-2.997,-3.21,-1.518,-1.605,-1.171
Goodwill_Intangibles,14.4,13.6,10.2,8.4,6.7,5.4
LT_Debt,316.2,312.8,37.2,3.9,0.0,0.0
Net_Income,-155.8,-230.0,-246.3,-116.5,-123.1,-89.9
Revenue,209.9,33.9,0.0,2.3,1.1,1.8
Shares_Diluted,78.153,76.7482,76.7215,76.7159,76.7159,76.7159
Total_Assets,529.2,618.0,513.7,137.7,150.6,271.9
Total_Liabilities,440.4,451.9,178.2,26.5,24.3,22.8
