AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,112.4,202.7,125.7,99.6,76.9,81.5
Cash_from_Operations,1199.1,509.5,1326.9,16.0,455.9,-915.0
Diluted_EPS,-0.165,-0.063,0.135,-0.509,-0.3,-0.181
Goodwill_Intangibles,938.4,417.7,582.5,714.0,188.8,138.3
LT_Debt,0.0,0.0,2.1,694.1,16.0,0.0
Net_Income,-196.4,-74.3,102.1,-574.0,-338.2,-204.4
Revenue,8598.6,11445.0,9989.3,6521.7,4060.1,3614.9
Shares_Diluted,1189.726,1183.041,755.777,1127.479,1127.479,1127.479
Total_Assets,15497.8,14218.2,14781.8,9533.5,5508.5,4475.8
Total_Liabilities,5729.7,4726.0,5319.1,5076.3,3404.1,2722.5
