AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,22.2,5.6,7.7,8.7,10.6,5.3,0.0
Cash_from_Operations,-62.0,46.4,175.7,275.7,101.7,34.4,-59.6
Diluted_EPS,-0.286,0.342,0.526,0.286,-2.129,-0.071,-0.44
Goodwill_Intangibles,8.2,11.9,8.9,6.4,7.4,0.8,0.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-69.0,82.7,125.3,66.4,-355.2,-14.3,-88.7
Revenue,1306.8,1608.8,1546.9,1186.9,660.9,309.7,112.9
Shares_Diluted,240.9188,242.1158,238.3175,232.025,166.8284,201.5471,201.5471
Total_Assets,1863.3,1878.6,1759.0,1611.0,1007.2,184.3,23.7
Total_Liabilities,326.5,389.0,373.3,380.1,207.1,103.6,47.0
