AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,5.8,6.6,1.2,1.2,1.8,1.2
Cash_from_Operations,-170.6,-121.4,-46.6,-47.1,-30.5,-15.0
Diluted_EPS,-3.445,-1.927,-3.02,-1.039,-0.609,-0.356
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.5,3.6,3.8
Net_Income,-223.5,-100.1,-89.2,-50.3,-29.5,-17.2
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,64.878,51.9221,29.5458,48.3858,48.3858,48.3858
Total_Assets,1006.2,324.3,392.8,65.7,70.8,39.6
Total_Liabilities,52.6,40.3,47.0,11.8,10.7,8.7
