AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,2.0,2.3,3.9,6.7,21.7,3.6,1.5
Cash_from_Operations,-46.0,-23.2,-46.5,9.2,-17.7,-39.0,-33.1
Diluted_EPS,-0.65,-0.678,-1.297,-1.145,-1.017,0.09,-0.189
Goodwill_Intangibles,11.0,11.0,11.0,12.3,18.5,20.0,21.9
LT_Debt,0.0,0.0,0.0,0.0,20.0,0.0,0.0
Net_Income,-56.6,-56.0,-101.3,-86.0,-75.5,6.5,-13.7
Revenue,490.4,435.1,357.2,370.0,464.9,370.7,184.6
Shares_Diluted,87.173,82.688,78.084,75.074,74.2473,72.715,72.715
Total_Assets,272.2,347.5,414.0,542.7,595.9,269.8,158.6
Total_Liabilities,184.5,234.8,280.2,339.3,326.4,144.4,85.4
