AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-25.0,-37.7,-41.8,-26.7,-15.3,-14.0
Diluted_EPS,-67.989,-34.883,-50.61,-26.654,-16.167,-15.815
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-112.7,-37.1,-53.5,-28.1,-15.5,-15.2
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,1.6571,1.0643,1.0567,1.0527,0.9605,0.9605
Total_Assets,30.2,56.8,92.8,133.6,66.0,24.8
Total_Liabilities,3.2,7.3,15.4,9.4,4.9,4.3
