AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,1.8,0.9,4.0,0.8,2.1,0.7
Cash_from_Operations,10.7,14.8,-11.4,-14.4,-17.2,-14.3
Diluted_EPS,-0.92,-0.534,-0.616,-1.198,-0.536,-0.561
Goodwill_Intangibles,4.3,5.3,6.4,7.8,9.3,10.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,3.0
Net_Income,-50.2,-28.7,-31.7,-46.8,-20.9,-21.9
Revenue,253.8,187.9,132.9,102.7,78.8,44.8
Shares_Diluted,54.6116,53.7683,51.3687,39.0609,39.0609,39.0609
Total_Assets,293.9,264.7,239.7,189.6,71.8,45.3
Total_Liabilities,151.6,119.5,87.6,61.5,46.1,39.1
