AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,,,0.1,0.0,,0.0
Cash_from_Operations,-2.9,-1.3,-1.3,-0.4,-0.6,0.0,0.0
Diluted_EPS,-0.064,0.069,-0.114,-0.116,-0.028,-0.009,-0.003
Goodwill_Intangibles,1.2,1.4,1.5,1.0,4.1,0.0,0.0
LT_Debt,2.7,2.2,19.9,15.8,10.3,0.0,0.2
Net_Income,-12.9,14.8,-13.8,-13.2,-3.7,-1.1,-0.5
Revenue,0.1,0.0,0.1,22.7,11.6,0.0,0.0
Shares_Diluted,201.9209,215.5762,120.4936,113.689,131.7345,127.4929,150.6991
Total_Assets,1.4,1.4,1.8,2.6,8.2,0.0,0.0
Total_Liabilities,11.6,7.3,28.2,20.2,13.3,1.5,1.4
