AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,116.4,67.5,91.4,70.4,88.8,108.0,90.3
Cash_from_Operations,-106.4,-414.6,-373.0,-126.6,-149.5,112.7,-22.5
Diluted_EPS,1.963,1.69,1.27,1.069,1.014,1.568,0.979
Goodwill_Intangibles,138.6,89.6,102.0,196.1,208.5,145.9,
LT_Debt,11.8,5.9,11.7,0.0,0.0,0.0,0.0
Net_Income,990.5,852.6,641.0,539.3,511.9,791.4,494.2
Revenue,565.7,641.1,777.0,750.7,712.3,807.8,894.0
Shares_Diluted,504.5269,504.5269,504.521,504.4826,504.5991,504.6052,504.5909
Total_Assets,7245.9,6166.4,5544.8,4546.9,3965.3,3399.1,
Total_Liabilities,2276.8,1614.1,1660.0,1072.0,1051.2,919.2,
