AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.7,0.1,0.2,0.6,0.7,1.4,1.8,0.2,0.7
Cash_from_Operations,-16.7,-12.8,-12.7,-14.1,-18.4,-10.6,-17.8,-16.2,-9.3
Diluted_EPS,-2.826,-13.988,-19.239,-26.127,-35.299,-36.173,-43.561,-2.241,-1.7530000000000001
Goodwill_Intangibles,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1
LT_Debt,13.6,16.2,0.0,10.8,0.0,0.0,0.2,0.0,0.0
Net_Income,-16.7,-34.2,-17.9,-21.5,-20.8,-17.6,-20.3,-18.9,-11.5
Revenue,39.2,22.8,37.8,46.2,46.9,51.8,48.5,47.7,56.4
Shares_Diluted,5.9098,2.4454,0.928,0.8235,0.5901,0.4853,0.4655,8.4464,8.4464
Total_Assets,55.3,41.0,31.8,38.5,43.0,41.9,42.3,59.4,31.0
Total_Liabilities,30.1,31.0,27.5,27.4,13.7,19.9,17.3,17.3,22.6
