AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.5,5.4,2.8,2.8,1.9,1.8,4.2,6.2,2.0,1.3
Cash_from_Operations,7.5,-31.6,-9.7,-3.2,-13.5,-23.9,-28.0,-27.0,-27.6,-19.2
Diluted_EPS,-0.511,-1.113,-0.656,-0.273,-0.621,-0.914,-1.088,-1.297,-1.357,-1.222
Goodwill_Intangibles,870.8,910.6,62.6,67.7,13.1,14.1,15.2,16.3,17.1,
LT_Debt,0.4,0.6,0.8,0.7,23.9,25.2,25.5,5.0,4.9,4.9
Net_Income,-36.6,-75.6,-34.9,-12.6,-23.0,-31.0,-31.4,-33.7,-29.4,-25.6
Revenue,296.5,219.5,117.5,120.4,92.0,72.0,65.1,49.5,38.2,21.9
Shares_Diluted,71.5492,67.8903,53.2392,46.1382,37.0202,33.9256,28.8305,25.9942,21.6394,20.926
Total_Assets,1156.4,1187.8,457.2,275.2,120.6,78.7,101.0,75.2,64.8,79.6
Total_Liabilities,81.2,91.3,35.9,35.8,40.9,41.4,41.5,24.0,23.5,23.2
