AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.7,-0.5,-0.4,6.9,-1.0,6.5,2.6,14.7,32.3,14.0
Diluted_EPS,-0.02,-0.034,-0.035,-0.022,0.132,0.123,-0.025,0.489,0.6509999999999999,0.356
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.5,-2.5,-1.8,-1.0,5.8,5.4,-1.1,21.6,28.8,18.2
Revenue,,0.7,0.1,0.2,6.9,8.4,8.4,17.5,31.2,34.5
Shares_Diluted,74.215,74.215,51.1,44.215,44.215,44.215,44.215,44.22,44.245,51.045
Total_Assets,47.6,47.8,48.2,6.5,15.5,9.5,11.3,22.9,35.0,7.1
Total_Liabilities,1.7,0.4,0.4,0.4,0.5,0.4,0.9,4.8,5.4,1.9
