AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.0,0.0,0.1,0.1,1.1,3.2,3.7,2.7
Cash_from_Operations,-22.2,-8.8,-18.9,-20.0,-20.9,-23.7,-39.3,-46.9,-27.1
Diluted_EPS,-0.497,-0.528,-1.875,-1.669,2.562,-4.987,-16.675,-16.752,-19.019000000000002
Goodwill_Intangibles,,,,,,9.3,9.9,72.8,25.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,2.7,11.4,14.7,3.6
Net_Income,-27.5,-8.2,-19.4,-16.2,23.0,-32.7,-80.9,-54.9,-39.0
Revenue,,,,,,35.3,22.5,17.9,14.7
Shares_Diluted,55.313,15.44,10.325,9.689,8.969,6.5483,4.8508,3.2756,2.0496
Total_Assets,97.0,36.0,27.2,44.6,63.4,53.5,57.2,126.3,89.8
Total_Liabilities,4.8,3.5,6.3,6.9,12.9,48.6,33.5,67.8,27.3
