AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,6.5,4.2,1.1,1.7,2.0,2.9
Cash_from_Operations,-156.3,-137.9,61.4,-123.0,-39.8,-35.7
Diluted_EPS,-4.307,-4.35,0.976,-3.689,-1.001,-0.741
Goodwill_Intangibles,39.9,40.0,40.1,44.1,44.1,44.1
LT_Debt,0.0,0.0,0.0,9.7,9.5,16.2
Net_Income,-355.4,-330.4,66.7,-210.5,-57.1,-42.3
Revenue,,12.5,218.6,4.3,7.6,1.6
Shares_Diluted,82.5162,75.9596,68.3616,57.0606,57.0606,57.0606
Total_Assets,577.4,793.9,897.7,246.3,336.7,145.3
Total_Liabilities,164.9,147.6,100.2,94.7,58.9,87.1
