AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,3.4,2.6,0.5,1.4,1.7,1.8
Cash_from_Operations,-87.2,-55.8,55.5,-39.3,-27.6,-12.2
Diluted_EPS,-1.415,-1.412,-1.395,-3.359,-1.763,-0.609
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,3.2
Net_Income,-58.7,-49.8,-34.5,-42.0,-34.3,-11.9
Revenue,50.9,27.9,19.5,,,
Shares_Diluted,41.4447,35.2524,24.7218,12.497,19.4787,19.4787
Total_Assets,388.0,381.3,298.3,113.0,96.5,17.5
Total_Liabilities,38.5,79.8,100.0,12.6,7.1,7.1
