AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,109.1,114.5,122.1,126.4,0.0,0.0
Cash_from_Operations,196.7,161.9,159.6,155.3,,
Diluted_EPS,1.31,0.444,0.373,2.753,0.276,0.568
Goodwill_Intangibles,61.5,62.1,62.6,,,
LT_Debt,376.4,144.0,0.0,0.0,0.0,0.0
Net_Income,46.1,15.6,13.1,97.0,,
Revenue,1108.7,1088.9,1110.9,1073.8,1061.3,1094.4
Shares_Diluted,35.2109,35.2109,35.2109,35.2109,35.2109,35.2109
Total_Assets,705.0,617.2,576.2,643.6,535.7,525.8
Total_Liabilities,731.3,482.6,291.0,298.0,288.8,290.1
