AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,16.6,9.0,14.9,18.0,21.4,12.1,25.5,194.5,364.2,594.7
Cash_from_Operations,40.2,15.0,4.0,-31.4,3.9,-57.1,29.8,253.4,358.7,104.6
Diluted_EPS,-0.493,-3.145,-4.863,-3.71,-6.45,-78.284,-440.55,-107.108,-42.087,88.68799999999996
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.7
LT_Debt,169.0,167.9,164.9,279.0,430.4,443.1,0.0,0.0,1524.3,1505.4
Net_Income,-21.7,-129.0,-196.2,-141.7,-171.5,-1686.2,-660.1,-160.2,-65.2,140.3
Revenue,647.7,371.0,397.0,486.5,406.5,330.1,601.6,979.1,1495.5,1435.1
Shares_Diluted,44.132,41.0089,40.3546,38.2049,26.5899,21.5391,1.4984,1.4955,1.5489,1.5814
Total_Assets,1297.7,1095.8,1251.2,1579.5,1827.7,1746.2,4190.7,4983.8,4756.2,4885.8
Total_Liabilities,431.7,394.5,429.1,564.7,683.9,726.5,2555.8,2684.3,2281.7,2206.4
