AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,877.5,1055.8,1410.2,876.3,534.8,960.6,23.4
Cash_from_Operations,558.0,684.9,317.0,120.7,166.7,77.4,-0.8
Diluted_EPS,-9.287,0.559,-0.353,-3.06,-0.333,0.352,0.001
Goodwill_Intangibles,,2.2,55.5,54.5,,,
LT_Debt,1555.8,1417.7,1023.4,538.1,637.8,508.9,23.7
Net_Income,-1406.8,97.7,-60.7,-456.0,-47.3,49.8,0.2
Revenue,906.6,1060.7,604.3,278.1,197.8,92.8,2.4
Shares_Diluted,151.481,174.748,171.91,149.029,141.7936,141.7936,141.7936
Total_Assets,2927.0,4166.0,3384.7,2784.8,1634.1,1201.1,28.9
Total_Liabilities,2506.9,2254.8,1609.5,1015.6,879.9,655.9,27.6
