AAII_YR_DATA,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015
Capital_Expenditures,13.9,11.5,12.0,7.5,4.5,4.5,3.9,2.4
Cash_from_Operations,168.1,78.2,68.2,37.4,19.6,-21.0,-22.1,-11.9
Diluted_EPS,-5.135,-2.627,-1.454,-0.962,-0.827,-1.881,-0.959,-0.5670000000000001
Goodwill_Intangibles,2025.2,2113.0,570.8,265.5,64.4,12.2,3.0,0.2
LT_Debt,1614.3,897.9,579.4,0.0,163.0,0.0,0.0,0.0
Net_Income,-379.0,-180.1,-90.8,-55.5,-43.8,-37.6,-46.2,-27.3
Revenue,725.3,541.6,389.7,260.4,186.8,133.8,83.7,50.8
Shares_Diluted,73.816,68.559,62.484,57.716,52.999,19.988,48.111,48.111
Total_Assets,3193.2,3105.2,1594.1,740.1,572.5,283.9,139.9,69.6
Total_Liabilities,2299.6,2064.9,1148.4,426.8,331.9,110.0,81.2,53.7
