AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.2,0.0,0.2,4.4,0.1,0.0,0.1,0.4,0.0
Cash_from_Operations,-24.9,-23.8,-20.5,-26.5,-27.9,-20.5,-15.0,-11.7,-17.2,-14.2
Diluted_EPS,-6.021,-5.892,-12.136,-23.94,-42.81,-30.76,-24.742,-0.88,-1.092,0.013
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.2,0.0,5.3,0.0,0.0,0.0,0.0,0.0
Net_Income,-27.3,-26.2,-21.2,-29.4,-31.5,-22.6,-18.2,-12.9,-16.1,0.2
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4
Shares_Diluted,4.5393,4.4403,1.7433,1.2268,0.7369,0.7362,0.7355,14.7102,14.7102,14.7102
Total_Assets,22.0,48.5,16.3,26.5,30.3,52.7,22.0,5.9,17.7,16.1
Total_Liabilities,3.4,4.6,4.2,10.4,10.7,4.9,4.1,2.6,2.2,4.6
