AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.1,0.1,0.0
Cash_from_Operations,-0.1,-0.1,-0.2,-0.3,-0.6,0.0,0.0
Diluted_EPS,-0.768,-0.862,-0.401,-0.676,-1.751,-1.472,-0.119
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.3,-0.4,-0.2,-0.3,-0.7,-0.6,0.0
Revenue,,0.1,0.1,0.0,0.0,0.0,0.0
Shares_Diluted,0.4227,0.4068,0.3922,0.3922,0.3873,0.3873,0.194
Total_Assets,0.0,0.0,0.0,0.0,0.1,0.4,0.0
Total_Liabilities,1.1,0.8,0.6,0.5,0.3,0.3,0.0
