AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.7,34.3,39.1,0.1,0.1,0.1,
Cash_from_Operations,-17.5,-42.0,6.1,-25.2,-30.3,-28.8,-9.3
Diluted_EPS,-2.95,-6.671,-3.677,-3.322,-1.842,-1.335,-0.613
Goodwill_Intangibles,54.8,184.9,78.8,1.1,,,
LT_Debt,0.0,0.0,36.5,10.5,13.0,4.7,0.8
Net_Income,-196.3,-236.0,-63.1,-58.8,-31.8,-23.1,-10.6
Revenue,221.2,247.8,185.7,114.5,73.3,36.5,18.1
Shares_Diluted,66.5296,35.379,17.168,17.6962,17.2741,17.2741,17.2741
Total_Assets,156.4,313.6,157.5,74.4,58.0,31.2,13.4
Total_Liabilities,54.5,89.3,134.1,63.7,52.6,23.0,
