AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.0,,,,
Cash_from_Operations,-13.9,-14.9,-0.7,-0.2,-2.7,-5.4
Diluted_EPS,-0.838,-1.004,-0.243,-0.462,-0.437,-0.565
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.3,0.2,6.4,8.9
Net_Income,-16.5,-11.9,-2.9,-5.4,-5.1,-6.7
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,19.6826,11.9016,11.7793,11.7793,11.7793,11.7793
Total_Assets,9.3,5.8,1.2,0.7,0.1,2.3
Total_Liabilities,6.0,5.2,10.2,6.9,9.0,10.0
