AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,10.1,9.4,4.4,2.7,0.7,0.3
Cash_from_Operations,-163.0,-144.6,-91.7,-78.1,-40.8,-19.1
Diluted_EPS,-4.587,-3.941,-3.634,-2.472,-1.205,-0.64
Goodwill_Intangibles,51.5,0.6,0.6,0.6,0.0,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-297.8,-241.3,-122.3,-108.5,-52.9,-28.1
Revenue,256.7,128.4,94.4,67.3,22.5,2.4
Shares_Diluted,64.9215,61.2244,33.6548,43.8963,43.8963,43.8963
Total_Assets,1690.7,1510.5,828.7,414.3,153.8,44.2
Total_Liabilities,823.9,522.3,287.7,116.6,52.1,12.2
