AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,5.0,4.8,0.8,0.5,2.3,0.4
Cash_from_Operations,-32.6,-38.9,-42.1,-29.6,-21.7,-25.3
Diluted_EPS,-1.538,-1.438,-1.437,-2.283,-1.245,-0.64
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,74.6,44.8,48.5,44.9,44.2,27.6
Net_Income,-55.0,-49.8,-47.4,-52.4,-37.6,-19.4
Revenue,138.6,101.5,75.2,63.4,34.6,14.3
Shares_Diluted,35.7757,34.6354,32.9655,22.9567,30.229,30.229
Total_Assets,269.7,156.6,179.3,137.4,42.7,43.1
Total_Liabilities,105.8,77.4,71.8,65.5,72.1,36.4
