AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.1,0.6,0.4,0.0,0.2,0.1
Cash_from_Operations,-8.6,-4.6,-10.3,-64.2,-47.0,-10.9,-8.9,-7.2,-11.0
Diluted_EPS,-0.107,-0.116,-0.132,0.421,0.951,-0.255,-0.238,-0.336,-0.20800000000000002
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,44.0,39.7,1.0,24.0
Net_Income,-10.6,-11.5,-13.1,41.9,89.5,-21.5,-18.1,-25.6,-15.4
Revenue,,,0.0,88.5,187.5,,,,
Shares_Diluted,99.4816,99.395,99.395,99.4979,94.1627,84.4561,76.1182,76.0618,74.2555
Total_Assets,60.6,69.4,80.3,168.7,150.7,48.5,22.4,19.4,22.8
Total_Liabilities,0.6,1.0,1.0,0.7,24.9,45.7,42.2,40.4,25.7
