AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-1.0,-0.5,-0.1,-0.6,0.2,-0.8,0.1,0.0,0.1
Diluted_EPS,-0.018,-0.009,-0.006,-0.018,-0.029,-0.013,-0.012,-0.111,-0.23600000000000002
Goodwill_Intangibles,2.7,,,,,,,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Net_Income,-1.4,-0.5,-0.3,-1.0,-1.5,-0.6,-0.5,-3.6,-4.5
Revenue,2.4,1.6,2.1,1.0,2.4,1.6,2.8,1.3,7.8
Shares_Diluted,78.3877,57.5485,52.4685,51.4652,51.3365,46.3895,44.637,32.5455,19.0599
Total_Assets,4.2,1.9,1.2,1.3,1.9,1.0,0.7,0.5,0.0
Total_Liabilities,2.1,0.3,0.3,0.3,1.1,0.3,0.6,0.4,0.0
