AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,319.7,143.5,100.6,502.9,284.2,285.9,42.8,62.9
Cash_from_Operations,300.4,154.7,139.1,455.3,393.1,109.3,10.7,81.2
Diluted_EPS,0.019,-0.528,-1.061,1.571,1.997,0.158,-0.661,-0.57
Goodwill_Intangibles,80.0,,0.0,9.4,9.4,9.7,10.0,11.5
LT_Debt,30.0,0.0,0.0,130.0,70.0,57.2,159.4,236.9
Net_Income,2.0,-54.2,-107.0,163.0,173.9,12.6,-53.1,-45.9
Revenue,1279.7,874.5,789.2,2052.3,1704.6,981.9,436.9,569.6
Shares_Diluted,106.939,102.655,100.829,103.75,87.046,79.583,80.434,80.434
Total_Assets,1335.8,1061.2,1050.7,1436.1,1274.5,719.0,541.4,446.5
Total_Liabilities,381.8,234.9,180.0,466.8,477.2,305.8,320.4,376.9
