AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.1,0.0,0.4,0.0,0.0,0.3
Cash_from_Operations,0.5,0.0,0.6,-0.2,-0.3,0.4
Diluted_EPS,-0.002,0.004,0.011,-0.003,0.0,-0.002
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.1,0.0
Net_Income,-0.4,0.8,1.1,-0.2,0.0,-0.1
Revenue,10.9,13.4,11.4,0.1,0.2,0.1
Shares_Diluted,172.9168,171.2182,102.918,86.3691,66.3363,66.3363
Total_Assets,8.7,9.6,10.1,1.2,1.7,1.3
Total_Liabilities,2.1,2.4,3.5,0.1,0.1,1.2
