AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,2.5,1.1,2.7,4.4,0.3,1.8,0.1,0.4
Cash_from_Operations,-9.6,16.7,19.0,8.5,8.5,-1.2,6.8,1.5
Diluted_EPS,-1.687,-2.61,-1.789,-1.767,-0.299,-3.063,0.002,-0.002
Goodwill_Intangibles,132.6,164.1,215.6,449.9,33.0,35.1,9.6,0.1
LT_Debt,0.0,64.5,80.1,92.3,8.4,0.0,5.8,26.3
Net_Income,-44.2,-68.2,-46.6,-34.9,-3.9,-7.0,0.7,-0.5
Revenue,187.8,216.9,233.0,170.9,103.4,83.5,73.5,60.4
Shares_Diluted,26.192,26.109,26.057,19.755,12.96,2.3,322.549,322.549
Total_Assets,164.4,209.8,290.4,348.9,63.9,69.2,37.3,23.1
Total_Liabilities,171.2,177.1,195.5,207.7,47.0,49.7,62.0,49.5
