AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,57.1,41.9,40.2,27.0,38.0
Cash_from_Operations,-59.4,-111.4,19.9,-67.9,-81.1
Diluted_EPS,-2.966,-1.887,-1.032,-1.147,-0.552
Goodwill_Intangibles,5123.2,2434.5,343.7,280.3,54.5
LT_Debt,2707.2,1703.0,0.0,0.0,0.0
Net_Income,-921.1,-532.6,-282.3,-273.4,-131.6
Revenue,1391.0,1110.5,772.4,541.8,380.8
Shares_Diluted,310.504,282.195,273.537,238.3667,238.3667
Total_Assets,7834.0,4841.3,2671.2,762.9,589.3
Total_Liabilities,4305.7,2447.0,634.1,368.9,273.2
