AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,9.7,9.0,5.2,2.6,1.9,1.5
Cash_from_Operations,-85.5,-190.8,-45.6,-52.8,-14.2,-12.4
Diluted_EPS,-0.834,-1.16,-2.201,-0.946,-0.303,-0.169
Goodwill_Intangibles,15.6,15.6,,,,
LT_Debt,74.0,36.1,0.0,0.0,0.0,0.0
Net_Income,-103.0,-141.1,-248.4,-90.3,-33.9,-18.9
Revenue,710.5,569.2,358.1,171.1,103.7,64.6
Shares_Diluted,123.5976,121.6509,112.8645,95.446,111.7678,111.7678
Total_Assets,322.6,373.3,293.4,295.7,87.8,22.9
Total_Liabilities,540.2,487.7,493.0,253.2,184.4,124.3
