AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.4,0.8,2.2,5.7,3.1,0.5
Cash_from_Operations,66.5,-100.6,88.9,0.8,-91.1,12.2
Diluted_EPS,2.177,-3.619,2.151,2.584,1.001,-0.352
Goodwill_Intangibles,5.5,5.5,5.2,4.2,0.2,0.1
LT_Debt,230.4,220.1,10.1,3.9,89.3,42.8
Net_Income,122.2,-193.7,114.6,130.8,50.4,-17.7
Revenue,536.9,324.7,457.2,524.2,264.6,34.1
Shares_Diluted,56.1469,53.5394,53.2912,50.6024,50.3479,50.3479
Total_Assets,1087.2,1110.2,1226.0,686.5,575.6,248.8
Total_Liabilities,498.3,654.9,579.6,165.8,314.7,193.7
