AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,10.1,12.7,10.0,3.7,2.1,6.2,0.7
Cash_from_Operations,35.7,35.4,24.6,21.2,10.3,13.5,4.4
Diluted_EPS,0.026,0.26,0.505,0.222,-0.657,0.641,0.135
Goodwill_Intangibles,4.5,2.8,0.5,0.4,0.2,0.2,0.0
LT_Debt,86.7,118.4,79.4,42.2,45.9,48.2,29.1
Net_Income,0.6,5.4,9.3,3.6,-8.9,8.7,4.7
Revenue,209.4,151.3,117.0,77.5,60.1,42.7,31.5
Shares_Diluted,21.773,20.813,18.383,16.1,13.554,13.5333,35.0004
Total_Assets,321.4,270.3,185.8,64.6,34.8,16.7,8.7
Total_Liabilities,310.7,284.3,190.7,73.6,,57.8,32.9
