AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.5,0.0,0.0,0.0,,
Cash_from_Operations,-10.7,-7.4,-1.7,-0.2,0.2,0.3
Diluted_EPS,-0.243,-0.329,-0.031,-0.012,0.002,0.002
Goodwill_Intangibles,85.1,23.3,6.2,2.0,,
LT_Debt,4.2,5.3,1.0,0.0,0.2,0.0
Net_Income,-33.8,-39.1,-3.4,-1.4,0.2,0.3
Revenue,46.5,15.1,7.2,1.9,0.6,0.6
Shares_Diluted,139.1333,118.9068,111.5119,110.3057,108.0325,108.0325
Total_Assets,104.5,35.8,12.6,4.5,0.3,0.1
Total_Liabilities,28.1,10.5,4.9,0.6,0.2,0.0
