AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,57.4,58.1,40.8,36.2,35.7,39.4,28.4,21.4
Cash_from_Operations,107.1,79.6,81.5,79.7,74.0,71.5,71.4,49.6
Diluted_EPS,-12.509,1.395,2.25,2.254,1.572,1.178,1.766,1.722
Goodwill_Intangibles,937.0,1341.9,486.8,412.2,428.0,431.4,445.2,58.5
LT_Debt,800.0,782.1,364.0,277.0,274.5,290.7,380.4,0.0
Net_Income,-389.4,33.1,49.6,49.4,34.3,25.6,38.2,32.2
Revenue,933.9,685.5,565.9,504.0,477.7,563.1,447.4,201.1
Shares_Diluted,31.126,23.749,22.047,21.902,21.789,21.733,21.655,18.676
Total_Assets,1831.3,2231.2,947.9,802.1,776.4,772.0,910.0,300.6
Total_Liabilities,1229.4,1219.9,588.7,478.0,496.4,515.9,658.7,69.0
