AAII_YR_DATA,07/31/2021,07/25/2020,07/27/2019,07/28/2018,07/29/2017,07/30/2016,07/25/2015,07/26/2014,07/27/2013
Capital_Expenditures,770.0,909.0,834.0,964.0,1146.0,1227.0,1275.0,1275.0,1160.0
Cash_from_Operations,15426.0,15831.0,13666.0,13876.0,13570.0,12552.0,12332.0,12332.0,12894.0
Diluted_EPS,2.5,2.636,2.61,0.023,1.903,2.111,1.745,1.4869999999999999,1.856
Goodwill_Intangibles,41787.0,35382.0,35730.0,34258.0,32305.0,29126.0,26845.0,27519.0,
LT_Debt,9018.0,11578.0,14475.0,20331.0,25725.0,24483.0,21457.0,20337.0,12928.0
Net_Income,10591.0,11214.0,11621.0,110.0,9609.0,10739.0,8981.0,7853.0,9983.0
Revenue,49818.0,49301.0,51904.0,49330.0,48005.0,49247.0,49161.0,47142.0,48607.0
Shares_Diluted,4236.0,4254.0,4453.0,4881.0,5049.0,5088.0,5146.0,5146.0,5281.0
Total_Assets,97497.0,94853.0,97793.0,108784.0,129818.0,121652.0,113373.0,105070.0,101191.0
Total_Liabilities,56222.0,56933.0,64222.0,65580.0,63681.0,58066.0,53675.0,48416.0,42071.0
