AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,14.5,8.9,4.7,2.9,
Cash_from_Operations,-157.3,-105.1,-82.1,-68.8,
Diluted_EPS,-1.616,-1.261,-0.91,-0.376,-0.164
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0
LT_Debt,1084.5,1080.7,0.0,0.0,0.0
Net_Income,-452.6,-342.8,-229.8,-95.0,-41.4
Revenue,585.9,387.9,236.6,149.8,65.2
Shares_Diluted,280.0804,271.8019,252.6152,252.6152,252.6152
Total_Assets,2344.8,2342.7,526.1,206.3,
Total_Liabilities,1575.4,1492.4,257.7,131.3,
