AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.5,2.0,2.8,4.9,5.3,3.4,5.1
Cash_from_Operations,9.3,10.7,9.6,2.8,5.0,5.5,2.0
Diluted_EPS,-0.478,0.397,-0.998,0.928,2.655,-32.838,-10.571
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,135.1,137.9,121.7,64.0,86.0,74.3,77.0
Net_Income,-5.7,4.7,-9.4,2.0,9.5,-19.7,-4.7
Revenue,61.1,65.1,55.5,50.6,58.7,58.8,53.8
Shares_Diluted,11.8561,11.8858,9.4378,5.5355,3.5755,0.5996,0.4446
Total_Assets,236.9,253.4,243.0,140.7,142.3,146.4,172.1
Total_Liabilities,141.2,146.4,132.6,72.7,102.1,119.8,131.8
