AAII_YR_DATA,12/25/2022,12/26/2021,12/27/2020,12/29/2019,12/30/2018,12/31/2017
Capital_Expenditures,10.5,16.7,10.3,4.8,1.9,11.7
Cash_from_Operations,-8.1,16.3,11.7,-5.4,11.4,-4.5
Diluted_EPS,0.029,0.056,0.267,0.061,0.148,-0.049
Goodwill_Intangibles,3.9,3.9,3.9,3.9,3.9,
LT_Debt,7.0,0.0,0.3,3.7,4.3,0.0
Net_Income,1.3,2.4,8.8,2.4,5.8,-1.9
Revenue,362.1,260.9,214.3,140.7,106.7,74.0
Shares_Diluted,43.4696,43.3217,32.9147,39.1758,39.1758,39.1758
Total_Assets,214.7,189.9,171.4,61.9,49.9,
Total_Liabilities,56.3,38.5,29.3,30.4,21.7,
