AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.6,0.4,1.0,1.2,2.6,2.4,1.9,0.9,0.4,0.2
Cash_from_Operations,14.4,7.8,5.9,-1.3,-1.5,1.6,5.2,6.5,2.6,-1.5
Diluted_EPS,0.068,0.035,0.002,-0.002,-0.023,-0.028,0.005,0.024,0.0069999999999999,-0.0069999999999999
Goodwill_Intangibles,17.1,17.8,19.6,21.6,22.0,22.7,23.3,24.5,8.9,4.1
LT_Debt,0.1,0.2,6.0,8.6,0.6,5.1,5.6,5.8,0.0,0.0
Net_Income,11.9,6.1,0.4,-0.4,-3.7,-4.5,0.8,3.8,1.1,-1.1
Revenue,80.0,75.6,69.9,75.5,74.0,72.8,72.6,57.1,35.0,32.9
Shares_Diluted,174.656,173.771,170.846,167.843,165.42,162.213,159.396,157.189,156.032,159.377
Total_Assets,72.7,52.4,50.4,54.4,50.5,56.8,57.4,50.4,41.0,33.5
Total_Liabilities,49.8,41.1,45.3,48.6,44.9,47.6,44.5,38.7,33.2,27.1
