AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,110.8,24.6,116.5,222.7,142.5,10.3
Cash_from_Operations,2.8,17.5,-336.9,-307.1,-185.8,-13.5
Diluted_EPS,0.22,0.364,-3.134,-2.616,-1.921,-0.034
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,425.4,44.0,32.2,0.0
Net_Income,69.2,97.3,-792.1,-526.2,-452.2,-8.0
Revenue,1884.0,1128.9,571.7,428.7,119.2,0.0
Shares_Diluted,314.5342,266.9805,252.7399,201.15,235.3776,235.3776
Total_Assets,1485.4,1745.0,1321.3,1383.6,493.9,47.8
Total_Liabilities,546.1,1015.7,944.8,666.4,160.8,55.0
