AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.1,1.5,11.2,3.8,3.5,4.8,6.8,6.0,27.7,21.4
Cash_from_Operations,-8.9,-24.8,-19.0,-7.1,-20.4,-39.4,14.6,10.7,32.1,38.0
Diluted_EPS,-0.212,-1.429,-1.792,-3.244,-1.356,-3.017,0.238,-1.749,1.0490000000000002,0.495
Goodwill_Intangibles,3.1,3.2,0.0,,,,,,0.0,0.0
LT_Debt,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-3.4,-22.2,-27.4,-49.4,-20.4,-44.8,3.5,-25.4,15.2,7.2
Revenue,142.3,93.5,117.7,303.3,221.2,171.0,286.3,306.1,506.6,608.3
Shares_Diluted,15.84,15.51,15.308,15.227,15.032,14.838,14.631,14.546,14.505,14.469
Total_Assets,134.9,135.3,236.7,252.8,258.3,270.8,322.4,316.9,395.3,426.2
Total_Liabilities,32.2,31.4,112.3,100.1,57.2,51.3,59.4,59.7,109.5,150.7
