AAII_YR_DATA,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,62.8,20.8,34.6,45.5,29.5,12.6,8.2,24.3,21.3
Diluted_EPS,5.241,1.784,2.291,3.472,2.548,0.744,0.652,1.888,1.605
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,68.8,23.4,30.1,45.6,33.4,9.8,8.6,24.8,21.1
Revenue,71.5,26.0,32.0,47.3,34.5,10.9,9.7,26.1,22.0
Shares_Diluted,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12
Total_Assets,53.9,22.9,23.6,35.5,26.2,14.2,9.8,10.1,8.6
Total_Liabilities,23.1,6.5,11.8,18.6,15.6,4.0,0.8,8.5,7.6
