AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
Capital_Expenditures,,,,,0.0,0.1,0.2,0.0
Cash_from_Operations,0.0,0.0,-0.1,-0.1,-0.2,-0.8,0.8,2.2
Diluted_EPS,0.006,-0.002,-0.008,-0.07,0.007,0.025,0.01,0.04
Goodwill_Intangibles,,,13.7,15.1,16.3,16.9,16.8,17.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,0.4,-0.1,-0.5,-4.5,0.4,1.6,0.6,1.0
Revenue,,,0.0,0.0,1.2,1.2,1.2,2.7
Shares_Diluted,64.6296,64.6296,64.6296,64.6296,64.6296,64.6296,64.6296,25.449
Total_Assets,0.0,0.0,13.9,16.5,23.4,23.2,23.3,20.6
Total_Liabilities,3.7,4.1,4.6,6.0,8.2,10.4,12.0,9.9
