AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,30.9,26.7,17.6,18.1,8.3,5.4,2.3
Cash_from_Operations,37.5,30.4,47.4,25.8,30.2,16.2,8.7
Diluted_EPS,0.211,0.303,1.051,0.29,0.324,0.291,0.044
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,6.2,8.9,14.4,0.5,1.1,3.6
Net_Income,8.4,12.3,42.6,11.5,12.8,11.0,1.7
Revenue,187.5,158.1,177.4,108.4,87.1,63.4,42.4
Shares_Diluted,39.8074,40.6809,40.5257,39.7475,39.6777,37.9719,37.9096
Total_Assets,158.1,159.3,152.0,111.6,72.5,50.9,33.3
Total_Liabilities,26.9,31.3,41.7,52.5,28.5,18.8,15.9
