AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.2,0.0,0.0,0.0,0.2,0.0,0.0
Cash_from_Operations,-28.2,-28.9,-29.0,-23.1,-18.3,-8.0,-11.2
Diluted_EPS,-0.452,-1.486,-1.814,-2.28,-1.657,-0.812,-0.435
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.2,8.7,14.2,0.0,1.1,0.0,5.1
Net_Income,-29.2,-33.9,-32.8,-26.8,-25.6,-12.5,-6.7
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,64.5419,22.8415,18.059,11.7358,15.4384,15.4384,15.4384
Total_Assets,123.0,38.5,47.1,60.0,10.5,22.2,8.4
Total_Liabilities,15.6,21.4,19.8,5.5,4.3,7.5,25.8
