AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,11.1,18.1,13.1,10.1,3.3
Cash_from_Operations,-31.9,3.9,-14.6,12.6,12.8
Diluted_EPS,-0.058,-0.952,-1.813,-0.673,-0.216
Goodwill_Intangibles,362.0,363.9,229.4,219.1,63.1
LT_Debt,19.1,13.6,0.0,103.8,0.0
Net_Income,-5.1,-81.3,-130.7,-62.3,-20.0
Revenue,455.4,486.8,349.4,201.1,68.9
Shares_Diluted,87.0781,85.4517,72.079,92.6286,92.6286
Total_Assets,724.2,738.2,429.2,315.0,93.2
Total_Liabilities,657.6,697.2,343.3,338.9,80.2
