AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,45.2,73.4,44.9,68.9,84.4,57.1,32.8,102.9
Cash_from_Operations,60.1,22.8,-7.6,55.2,53.2,60.1,2.4,59.2
Diluted_EPS,-0.473,-0.619,-0.215,0.478,-0.674,-1.303,-1.409,-5.131
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
LT_Debt,55.7,90.8,73.2,79.7,89.4,91.9,85.8,83.4
Net_Income,-52.1,-67.4,-18.1,38.8,-39.6,-67.7,-73.1,-265.9
Revenue,272.5,203.8,273.0,315.5,221.3,255.2,328.9,467.8
Shares_Diluted,110.3,109.0,84.3,88.2,58.82,51.94,51.88,51.82
Total_Assets,343.9,372.6,418.0,360.4,298.9,239.0,258.1,325.7
Total_Liabilities,338.0,322.2,304.0,336.1,351.4,304.1,256.9,254.0
