AAII_YR_DATA,12/27/2020,12/29/2019,12/30/2018,12/31/2017,01/01/2017,12/27/2015,12/28/2014
Capital_Expenditures,69.8,68.5,66.7,54.9,42.0,41.4,
Cash_from_Operations,310.0,271.2,278.2,201.3,112.2,140.4,
Diluted_EPS,1.442,1.438,1.377,1.21,0.711,0.674,0.586
Goodwill_Intangibles,692.9,693.0,691.1,691.9,714.0,,
LT_Debt,1265.2,1267.3,0.0,0.0,0.0,0.0,0.0
Net_Income,194.8,193.2,183.7,161.4,94.9,89.9,
Revenue,1384.9,1436.8,1326.8,1219.2,1098.0,994.3,895.9
Shares_Diluted,135.1,134.4,133.4298,133.4298,133.4298,133.4298,133.4298
Total_Assets,2528.9,2151.2,1500.2,1434.4,1352.8,1285.1,1232.1
Total_Liabilities,2459.5,2288.4,937.0,863.1,805.0,,
