AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.2,4.7,5.4,9.8,6.5,6.7,5.5
Cash_from_Operations,-10.6,7.2,-0.1,12.3,0.7,10.9,7.4
Diluted_EPS,-0.396,-3.781,-1.414,0.818,-1.532,-0.46,0.008
Goodwill_Intangibles,5.3,5.3,29.5,24.9,9.6,8.8,6.0
LT_Debt,18.2,31.4,41.0,25.3,106.6,65.8,44.7
Net_Income,-10.8,-83.1,-33.4,19.3,-36.2,-10.9,0.2
Revenue,95.0,91.5,127.8,123.2,107.9,98.8,82.9
Shares_Diluted,27.3039,21.9867,23.5979,23.6129,23.6129,23.6129,23.6129
Total_Assets,77.4,81.8,147.1,148.4,95.9,81.9,73.5
Total_Liabilities,93.5,104.0,91.7,70.8,135.3,88.6,69.2
