AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,62.2,34.8,29.6,14.6,19.7,13.2
Cash_from_Operations,-69.6,-38.5,-19.9,-31.3,-17.0,-25.9
Diluted_EPS,-1.567,-1.919,-0.926,-0.754,-0.341,-0.358
Goodwill_Intangibles,753.1,739.4,757.3,1.5,1.0,1.1
LT_Debt,720.2,955.5,14.7,25.2,39.4,23.2
Net_Income,-190.8,-222.7,-95.9,-51.6,-30.9,-32.5
Revenue,432.7,354.3,290.9,200.5,144.6,104.9
Shares_Diluted,121.723,116.053,103.552,68.35,90.6886,90.6886
Total_Assets,1896.1,2159.0,1220.0,321.0,162.8,116.2
Total_Liabilities,941.0,1145.1,158.1,63.3,75.1,43.5
